task_id,prompt,declaration,canonical_solution,test,example_test
Rust/138,"
/*
Evaluate whether the given number n can be written as the sum of exactly 4 positive even numbers
    
*/
","
use std::{slice::Iter, cmp::{max, self}, mem::replace, collections::{HashSet, HashMap}, ops::Index, ascii::AsciiExt};
use rand::Rng;
use regex::Regex;
use md5;
use std::any::{Any, TypeId};

fn is_equal_to_sum_even(n: i32) -> bool {

","
    if n % 2 == 0 && n >= 8 {
        return true;
    }
    return false;
}
","
#[cfg(test)]
mod tests {
    use super::*;

    #[test]
    fn test_is_equal_to_sum_even() {
        assert_eq!(is_equal_to_sum_even(4), false);
        assert_eq!(is_equal_to_sum_even(6), false);
        assert_eq!(is_equal_to_sum_even(8), true);
        assert_eq!(is_equal_to_sum_even(10), true);
        assert_eq!(is_equal_to_sum_even(11), false);
        assert_eq!(is_equal_to_sum_even(12), true);
        assert_eq!(is_equal_to_sum_even(13), false);
        assert_eq!(is_equal_to_sum_even(16), true);
    }

}
",None
Rust/139,"
/*
The Brazilian factorial is defined as:
    brazilian_factorial(n) = n! * (n-1)! * (n-2)! * ... * 1!
    where n > 0

    The function will receive an integer as input and should return the special
    factorial of this integer.
    
*/
","
use std::{slice::Iter, cmp::{max, self}, mem::replace, collections::{HashSet, HashMap}, ops::Index, ascii::AsciiExt};
use rand::Rng;
use regex::Regex;
use md5;
use std::any::{Any, TypeId};

fn special_factorial(n: i32) -> i64 {

","
    let mut fact = 1;
    let mut bfact: i64 = 1;
    for i in 1..=n {
        fact = fact * i;
        bfact = bfact * fact as i64;
    }
    bfact
}
","
#[cfg(test)]
mod tests {
    use super::*;

    #[test]
    fn test_special_factorial() {
        assert_eq!(special_factorial(4), 288);
        assert_eq!(special_factorial(5), 34560);
        assert_eq!(special_factorial(7), 125411328000);
        assert_eq!(special_factorial(1), 1);
    }

}
",None
Rust/140,"
/*

    Given a string text, replace all spaces in it with underscores, 
    and if a string has more than 2 consecutive spaces, 
    then replace all consecutive spaces with - 
    
*/
","
use std::{slice::Iter, cmp::{max, self}, mem::replace, collections::{HashSet, HashMap}, ops::Index, ascii::AsciiExt};
use rand::Rng;
use regex::Regex;
use md5;
use std::any::{Any, TypeId};

fn fix_spaces(text: &str) -> String {

","
    let mut out = String::new();
    let mut spacelen = 0;
    for c in text.chars() {
        if c == ' ' {
            spacelen += 1;
        } else {
            if spacelen == 1 {
                out.push('_');
            }
            if spacelen == 2 {
                out.push_str(""__"");
            }
            if spacelen > 2 {
                out.push('-');
            }
            spacelen = 0;
            out.push(c);
        }
    }
    if spacelen == 1 {
        out.push('_');
    }
    if spacelen == 2 {
        out.push_str(""__"");
    }
    if spacelen > 2 {
        out.push('-');
    }
    out
}
","
#[cfg(test)]
mod tests {
    use super::*;

    #[test]
    fn test_fix_spaces() {
        assert_eq!(fix_spaces(""Example""), ""Example"");
        assert_eq!(fix_spaces(""Mudasir Hanif ""), ""Mudasir_Hanif_"");
        assert_eq!(
            fix_spaces(""Yellow Yellow  Dirty  Fellow""),
            ""Yellow_Yellow__Dirty__Fellow""
        );
        assert_eq!(fix_spaces(""Exa   mple""), ""Exa-mple"");
        assert_eq!(fix_spaces(""   Exa 1 2 2 mple""), ""-Exa_1_2_2_mple"");
    }

}
",None
Rust/141,"
/*
Create a function which takes a string representing a file's name, and returns
    'Yes' if the the file's name is valid, and returns 'No' otherwise.
    A file's name is considered to be valid if and only if all the following conditions 
    are met:
    - There should not be more than three digits ('0'-'9') in the file's name.
    - The file's name contains exactly one dot '.'
    - The substring before the dot should not be empty, and it starts with a letter from 
    the latin alphapet ('a'-'z' and 'A'-'Z').
    - The substring after the dot should be one of these: ['txt', 'exe', 'dll']
    
*/
","
use std::{slice::Iter, cmp::{max, self}, mem::replace, collections::{HashSet, HashMap}, ops::Index, ascii::AsciiExt};
use rand::Rng;
use regex::Regex;
use md5;
use std::any::{Any, TypeId};

fn file_name_check(file_name: &str) -> &str {

","
    let mut numdigit = 0;
    let mut numdot = 0;
    if file_name.len() < 5 {
        return ""No"";
    }
    let w = file_name.chars().nth(0).unwrap();
    if w < 'A' || (w > 'Z' && w < 'a') || w > 'z' {
        return ""No"";
    }
    let last = &file_name[file_name.len() - 4..];
    if last != "".txt"" && last != "".exe"" && last != "".dll"" {
        return ""No"";
    }
    for c in file_name.chars() {
        if c >= '0' && c <= '9' {
            numdigit += 1;
        }
        if c == '.' {
            numdot += 1;
        }
    }
    if numdigit > 3 || numdot != 1 {
        return ""No"";
    }
    return ""Yes"";
}
","
#[cfg(test)]
mod tests {
    use super::*;

    #[test]
    fn test_file_name_check() {
        assert_eq!(file_name_check(""example.txt""), ""Yes"");
        assert_eq!(file_name_check(""1example.dll""), ""No"");
        assert_eq!(file_name_check(""s1sdf3.asd""), ""No"");
        assert_eq!(file_name_check(""K.dll""), ""Yes"");
        assert_eq!(file_name_check(""MY16FILE3.exe""), ""Yes"");
        assert_eq!(file_name_check(""His12FILE94.exe""), ""No"");
        assert_eq!(file_name_check(""_Y.txt""), ""No"");
        assert_eq!(file_name_check(""?aREYA.exe""), ""No"");
        assert_eq!(file_name_check(""/this_is_valid.dll""), ""No"");
        assert_eq!(file_name_check(""this_is_valid.wow""), ""No"");
        assert_eq!(file_name_check(""this_is_valid.txt""), ""Yes"");
        assert_eq!(file_name_check(""this_is_valid.txtexe""), ""No"");
        assert_eq!(file_name_check(""#this2_i4s_5valid.ten""), ""No"");
        assert_eq!(file_name_check(""@this1_is6_valid.exe""), ""No"");
        assert_eq!(file_name_check(""this_is_12valid.6exe4.txt""), ""No"");
        assert_eq!(file_name_check(""all.exe.txt""), ""No"");
        assert_eq!(file_name_check(""I563_No.exe""), ""Yes"");
        assert_eq!(file_name_check(""Is3youfault.txt""), ""Yes"");
        assert_eq!(file_name_check(""no_one#knows.dll""), ""Yes"");
        assert_eq!(file_name_check(""1I563_Yes3.exe""), ""No"");
        assert_eq!(file_name_check(""I563_Yes3.txtt""), ""No"");
        assert_eq!(file_name_check(""final..txt""), ""No"");
        assert_eq!(file_name_check(""final132""), ""No"");
        assert_eq!(file_name_check(""_f4indsartal132.""), ""No"");
        assert_eq!(file_name_check("".txt""), ""No"");
        assert_eq!(file_name_check(""s.""), ""No"");
    }

}
",None
Rust/142,"
/*
""
    This function will take a list of integers. For all entries in the list, the function shall square the integer entry if its index is a 
    multiple of 3 and will cube the integer entry if its index is a multiple of 4 and not a multiple of 3. The function will not 
    change the entries in the list whose indexes are not a multiple of 3 or 4. The function shall then return the sum of all entries. 
    
*/
","
use std::{slice::Iter, cmp::{max, self}, mem::replace, collections::{HashSet, HashMap}, ops::Index, ascii::AsciiExt};
use rand::Rng;
use regex::Regex;
use md5;
use std::any::{Any, TypeId};

fn sum_squares_142(lst: Vec<i32>) -> i32 {

","
    let mut sum = 0;
    for i in 0..lst.len() {
        if i % 3 == 0 {
            sum += lst[i] * lst[i];
        } else if i % 4 == 0 {
            sum += lst[i] * lst[i] * lst[i];
        } else {
            sum += lst[i];
        }
    }
    return sum;
}
","
#[cfg(test)]
mod tests {
    use super::*;

    #[test]
    fn test_sum_squares_142() {
        assert_eq!(sum_squares_142(vec![1, 2, 3]), 6);
        assert_eq!(sum_squares_142(vec![1, 4, 9]), 14);
        assert_eq!(sum_squares_142(vec![]), 0);
        assert_eq!(sum_squares_142(vec![1, 1, 1, 1, 1, 1, 1, 1, 1]), 9);
        assert_eq!(
            sum_squares_142(vec![-1, -1, -1, -1, -1, -1, -1, -1, -1]),
            -3
        );
        assert_eq!(sum_squares_142(vec![0]), 0);
        assert_eq!(sum_squares_142(vec![-1, -5, 2, -1, -5]), -126);
        assert_eq!(sum_squares_142(vec![-56, -99, 1, 0, -2]), 3030);
        assert_eq!(sum_squares_142(vec![-1, 0, 0, 0, 0, 0, 0, 0, -1]), 0);
        assert_eq!(
            sum_squares_142(vec![
                -16, -9, -2, 36, 36, 26, -20, 25, -40, 20, -4, 12, -26, 35, 37
            ]),
            -14196
        );
        assert_eq!(
            sum_squares_142(vec![
                -1, -3, 17, -1, -15, 13, -1, 14, -14, -12, -5, 14, -14, 6, 13, 11, 16, 16, 4, 10
            ]),
            -1448
        );
    }

}
",None
Rust/143,"
/*

    You are given a string representing a sentence,
    the sentence contains some words separated by a space,
    and you have to return a string that contains the words from the original sentence,
    whose lengths are prime numbers,
    the order of the words in the new string should be the same as the original one.

    Constraints:
        * 1 <= len(sentence) <= 100
        * sentence contains only letters
    
*/
","
use std::{slice::Iter, cmp::{max, self}, mem::replace, collections::{HashSet, HashMap}, ops::Index, ascii::AsciiExt};
use rand::Rng;
use regex::Regex;
use md5;
use std::any::{Any, TypeId};

fn words_in_sentence(sentence: &str) -> String {

","
    let mut out = String::new();
    let mut current = String::new();
    let mut sentence = sentence.to_string();
    sentence.push(' ');

    for i in 0..sentence.len() {
        if sentence.chars().nth(i).unwrap() != ' ' {
            current.push(sentence.chars().nth(i).unwrap());
        } else {
            let mut isp = true;
            let l = current.len();
            if l < 2 {
                isp = false;
            }
            for j in 2..(l as f64).sqrt() as usize + 1 {
                if l % j == 0 {
                    isp = false;
                }
            }
            if isp {
                out.push_str(&current);
                out.push(' ');
            }
            current = String::new();
        }
    }
    if out.len() > 0 {
        out.pop();
    }
    out
}
","
#[cfg(test)]
mod tests {
    use super::*;

    #[test]
    fn test_words_in_sentence() {
        assert_eq!(words_in_sentence(""This is a test""), ""is"");
        assert_eq!(words_in_sentence(""lets go for swimming""), ""go for"");
        assert_eq!(
            words_in_sentence(""there is no place available here""),
            ""there is no place""
        );
        assert_eq!(words_in_sentence(""Hi I am Hussein""), ""Hi am Hussein"");
        assert_eq!(words_in_sentence(""go for it""), ""go for it"");
        assert_eq!(words_in_sentence(""here""), """");
        assert_eq!(words_in_sentence(""here is""), ""is"");
    }

}
",None
Rust/144,"
/*
Your task is to implement a function that will simplify the expression
    x * n. The function returns True if x * n evaluates to a whole number and False
    otherwise. Both x and n, are string representation of a fraction, and have the following format,
    <numerator>/<denominator> where both numerator and denominator are positive whole numbers.

    You can assume that x, and n are valid fractions, and do not have zero as denominator.
    
*/
","
use std::{slice::Iter, cmp::{max, self}, mem::replace, collections::{HashSet, HashMap}, ops::Index, ascii::AsciiExt};
use rand::Rng;
use regex::Regex;
use md5;
use std::any::{Any, TypeId};

fn simplify(x: &str, n: &str) -> bool {

","
    let mut a = 0;
    let mut b = 0;
    let mut c = 0;
    let mut d = 0;
    let mut i = 0;
    for i in 0..x.len() {
        if x.chars().nth(i).unwrap() == '/' {
            a = x
                .chars()
                .take(i)
                .collect::<String>()
                .parse::<i32>()
                .unwrap();
            b = x
                .chars()
                .skip(i + 1)
                .collect::<String>()
                .parse::<i32>()
                .unwrap();
        }
    }
    for i in 0..n.len() {
        if n.chars().nth(i).unwrap() == '/' {
            c = n
                .chars()
                .take(i)
                .collect::<String>()
                .parse::<i32>()
                .unwrap();
            d = n
                .chars()
                .skip(i + 1)
                .collect::<String>()
                .parse::<i32>()
                .unwrap();
        }
    }
    if (a * c) % (b * d) == 0 {
        return true;
    }
    return false;
}
","
#[cfg(test)]
mod tests {
    use super::*;

    #[test]
    fn test_simplify() {
        assert_eq!(simplify(""1/5"", ""5/1""), true);
        assert_eq!(simplify(""1/6"", ""2/1""), false);
        assert_eq!(simplify(""5/1"", ""3/1""), true);
        assert_eq!(simplify(""7/10"", ""10/2""), false);
        assert_eq!(simplify(""2/10"", ""50/10""), true);
        assert_eq!(simplify(""7/2"", ""4/2""), true);
        assert_eq!(simplify(""11/6"", ""6/1""), true);
        assert_eq!(simplify(""2/3"", ""5/2""), false);
        assert_eq!(simplify(""5/2"", ""3/5""), false);
        assert_eq!(simplify(""2/4"", ""8/4""), true);
        assert_eq!(simplify(""2/4"", ""4/2""), true);
        assert_eq!(simplify(""1/5"", ""5/1""), true);
        assert_eq!(simplify(""1/5"", ""1/5""), false);
    }

}
",None
Rust/145,"
/*

    Write a function which sorts the given list of integers
    in ascending order according to the sum of their digits.
    Note: if there are several items with similar sum of their digits,
    order them based on their index in original list.
    
*/
","
use std::{slice::Iter, cmp::{max, self}, mem::replace, collections::{HashSet, HashMap}, ops::Index, ascii::AsciiExt};
use rand::Rng;
use regex::Regex;
use md5;
use std::any::{Any, TypeId};

fn order_by_points(arr: Vec<i32>) -> Vec<i32> {

","
    let mut result = arr.clone();
    result.sort_by_key(|&x| (sum_of_digits(x)));
    result
}

pub fn sum_of_digits(n: i32) -> i32 {
    let mut sum = 0;
    let mut n = n;
    if n < 0 {
        let right = n / 10;
        let mut left;

        if right != 0 {
            left = n % 10;
            left = -1 * left;
        } else {
            left = n % 10;
        }
        sum = right + left;
        return sum;
    }

    while n > 0 {
        sum += n % 10;
        n /= 10;
    }
    sum
}
","
#[cfg(test)]
mod tests {
    use super::*;

    #[test]
    fn test_order_by_points() {
        assert_eq!(
            order_by_points(vec![1, 11, -1, -11, -12]),
            vec![-1, -11, 1, -12, 11]
        );
        assert_eq!(
            order_by_points(vec![
                1234, 423, 463, 145, 2, 423, 423, 53, 6, 37, 3457, 3, 56, 0, 46
            ]),
            vec![0, 2, 3, 6, 53, 423, 423, 423, 1234, 145, 37, 46, 56, 463, 3457]
        );
        assert_eq!(order_by_points(vec![]), vec![]);
        assert_eq!(
            order_by_points(vec![1, -11, -32, 43, 54, -98, 2, -3]),
            vec![-3, -32, -98, -11, 1, 2, 43, 54]
        );
        assert_eq!(
            order_by_points(vec![1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]),
            vec![1, 10, 2, 11, 3, 4, 5, 6, 7, 8, 9]
        );
        assert_eq!(
            order_by_points(vec![0, 6, 6, -76, -21, 23, 4]),
            vec![-76, -21, 0, 4, 23, 6, 6]
        );
    }

}
",None
Rust/146,"
/*
Write a function that takes an array of numbers as input and returns 
    the number of elements in the array that are greater than 10 and both 
    first and last digits of a number are odd (1, 3, 5, 7, 9).
    
*/
","
use std::{slice::Iter, cmp::{max, self}, mem::replace, collections::{HashSet, HashMap}, ops::Index, ascii::AsciiExt};
use rand::Rng;
use regex::Regex;
use md5;
use std::any::{Any, TypeId};

fn special_filter(nums: Vec<i32>) -> i32 {

","
    let mut num = 0;
    for i in 0..nums.len() {
        if nums[i] > 10 {
            let w = nums[i].to_string();
            if w.chars().nth(0).unwrap().to_digit(10).unwrap() % 2 == 1
                && w.chars().last().unwrap().to_digit(10).unwrap() % 2 == 1
            {
                num += 1;
            }
        }
    }
    num
}
","
#[cfg(test)]
mod tests {
    use super::*;

    #[test]
    fn test_special_filter() {
        assert_eq!(special_filter(vec![5, -2, 1, -5]), 0);
        assert_eq!(special_filter(vec![15, -73, 14, -15]), 1);
        assert_eq!(special_filter(vec![33, -2, -3, 45, 21, 109]), 2);
        assert_eq!(special_filter(vec![43, -12, 93, 125, 121, 109]), 4);
        assert_eq!(special_filter(vec![71, -2, -33, 75, 21, 19]), 3);
        assert_eq!(special_filter(vec![1]), 0);
        assert_eq!(special_filter(vec![]), 0);
    }

}
",None
Rust/147,"
/*

    You are given a positive integer n. You have to create an integer array a of length n.
        For each i (1 ≤ i ≤ n), the value of a[i] = i * i - i + 1.
        Return the number of triples (a[i], a[j], a[k]) of a where i < j < k, 
    and a[i] + a[j] + a[k] is a multiple of 3.
    
*/
","
use std::{slice::Iter, cmp::{max, self}, mem::replace, collections::{HashSet, HashMap}, ops::Index, ascii::AsciiExt};
use rand::Rng;
use regex::Regex;
use md5;
use std::any::{Any, TypeId};

fn get_matrix_triples(n: i32) -> i32 {

","
    let mut a = vec![];
    let mut sum = vec![vec![0, 0, 0]];
    let mut sum2 = vec![vec![0, 0, 0]];

    for i in 1..=n {
        a.push((i * i - i + 1) % 3);
        sum.push(sum[sum.len() - 1].clone());
        sum[i as usize][a[i as usize - 1] as usize] += 1;
    }

    for times in 1..3 {
        for i in 1..=n {
            sum2.push(sum2[sum2.len() - 1].clone());
            if i >= 1 {
                for j in 0..=2 {
                    sum2[i as usize][(a[i as usize - 1] + j) as usize % 3] +=
                        sum[i as usize - 1][j as usize];
                }
            }
        }
        sum = sum2.clone();
        sum2 = vec![vec![0, 0, 0]];
    }

    return sum[n as usize][0];
}
","
#[cfg(test)]
mod tests {
    use super::*;

    #[test]
    fn test_get_matrix_triples() {
        assert_eq!(get_matrix_triples(5), 1);
        assert_eq!(get_matrix_triples(6), 4);
        assert_eq!(get_matrix_triples(10), 36);
        assert_eq!(get_matrix_triples(100), 53361);
    }

}
",None
Rust/148,"
/*

    There are eight planets in our solar system: the closerst to the Sun 
    is Mercury, the next one is Venus, then Earth, Mars, Jupiter, Saturn, 
    Uranus, Neptune.
    Write a function that takes two planet names as strings planet1 and planet2. 
    The function should return a tuple containing all planets whose orbits are 
    located between the orbit of planet1 and the orbit of planet2, sorted by 
    the proximity to the sun. 
    The function should return an empty tuple if planet1 or planet2
    are not correct planet names. 
    
*/
","
use std::{slice::Iter, cmp::{max, self}, mem::replace, collections::{HashSet, HashMap}, ops::Index, ascii::AsciiExt};
use rand::Rng;
use regex::Regex;
use md5;
use std::any::{Any, TypeId};

fn bf(planet1: &str, planet2: &str) -> Vec<String> {

","
    let planets = vec![
        ""Mercury"", ""Venus"", ""Earth"", ""Mars"", ""Jupiter"", ""Saturn"", ""Uranus"", ""Neptune"",
    ];
    let mut pos1: i32 = -1;
    let mut pos2: i32 = -1;
    let mut m;
    for m in 0..planets.len() {
        if planets[m] == planet1 {
            pos1 = m as i32;
        }
        if planets[m] == planet2 {
            pos2 = m as i32;
        }
    }
    if pos1 == -1 || pos2 == -1 {
        return vec![];
    }
    if pos1 > pos2 {
        m = pos1;
        pos1 = pos2;
        pos2 = m;
    }
    let mut out = vec![];
    for m in pos1 + 1..pos2 {
        out.push(planets[m as usize].to_string());
    }
    return out;
}
","
#[cfg(test)]
mod tests {
    use super::*;

    #[test]
    fn test_bf() {
        assert_eq!(bf(""Jupiter"", ""Neptune""), vec![""Saturn"", ""Uranus""]);
        assert_eq!(bf(""Earth"", ""Mercury""), vec![""Venus""]);
        assert_eq!(
            bf(""Mercury"", ""Uranus""),
            vec![""Venus"", ""Earth"", ""Mars"", ""Jupiter"", ""Saturn""]
        );
        assert_eq!(
            bf(""Neptune"", ""Venus""),
            vec![""Earth"", ""Mars"", ""Jupiter"", ""Saturn"", ""Uranus""]
        );
        let v_empty: Vec<&str> = vec![];
        assert_eq!(bf(""Earth"", ""Earth""), v_empty);
        assert_eq!(bf(""Mars"", ""Earth""), v_empty);
        assert_eq!(bf(""Jupiter"", ""Makemake""), v_empty);
    }

}
",None
Rust/149,"
/*
Write a function that accepts a list of strings as a parameter,
    deletes the strings that have odd lengths from it,
    and returns the resulted list with a sorted order,
    The list is always a list of strings and never an array of numbers,
    and it may contain duplicates.
    The order of the list should be ascending by length of each word, and you
    should return the list sorted by that rule.
    If two words have the same length, sort the list alphabetically.
    The function should return a list of strings in sorted order.
    You may assume that all words will have the same length.
    
*/
","
use std::{slice::Iter, cmp::{max, self}, mem::replace, collections::{HashSet, HashMap}, ops::Index, ascii::AsciiExt};
use rand::Rng;
use regex::Regex;
use md5;
use std::any::{Any, TypeId};

fn sorted_list_sum(lst: Vec<&str>) -> Vec<&str> {

","
    let mut out: Vec<&str> = Vec::new();
    for i in 0..lst.len() {
        if lst[i].len() % 2 == 0 {
            out.push(lst[i]);
        }
    }
    out.sort();
    for i in 0..out.len() {
        for j in 1..out.len() {
            if out[j].len() < out[j - 1].len() {
                let mid = out[j];
                out[j] = out[j - 1];
                out[j - 1] = mid;
            }
        }
    }
    return out;
}
","
#[cfg(test)]
mod tests {
    use super::*;

   #[test]
    fn test_sorted_list_sum() {
        assert_eq!(sorted_list_sum(vec![""aa"", ""a"", ""aaa""]), vec![""aa""]);
        assert_eq!(
            sorted_list_sum(vec![""school"", ""AI"", ""asdf"", ""b""]),
            vec![""AI"", ""asdf"", ""school""]
        );
        let v_empty: Vec<&str> = vec![];
        assert_eq!(sorted_list_sum(vec![""d"", ""b"", ""c"", ""a""]), v_empty);
        assert_eq!(
            sorted_list_sum(vec![""d"", ""dcba"", ""abcd"", ""a""]),
            vec![""abcd"", ""dcba""]
        );
        assert_eq!(
            sorted_list_sum(vec![""AI"", ""ai"", ""au""]),
            vec![""AI"", ""ai"", ""au""]
        );
        assert_eq!(sorted_list_sum(vec![""a"", ""b"", ""b"", ""c"", ""c"", ""a""]), v_empty);
        assert_eq!(
            sorted_list_sum(vec![""aaaa"", ""bbbb"", ""dd"", ""cc""]),
            vec![""cc"", ""dd"", ""aaaa"", ""bbbb""]
        );
    }

}
",None
Rust/150,"
/*
A simple program which should return the value of x if n is 
    a prime number and should return the value of y otherwise.
    
*/
","
use std::{slice::Iter, cmp::{max, self}, mem::replace, collections::{HashSet, HashMap}, ops::Index, ascii::AsciiExt};
use rand::Rng;
use regex::Regex;
use md5;
use std::any::{Any, TypeId};

fn x_or_y(n: i32, x: i32, y: i32) -> i32 {

","
    let mut isp = true;
    if n < 2 {
        isp = false;
    }
    for i in 2..=n / 2 {
        if n % i == 0 {
            isp = false;
        }
    }
    if isp {
        return x;
    }
    return y;
}
","
#[cfg(test)]
mod tests {
    use super::*;

    #[test]
    fn test_x_or_y() {
        assert_eq!(x_or_y(7, 34, 12), 34);
        assert_eq!(x_or_y(15, 8, 5), 5);
        assert_eq!(x_or_y(3, 33, 5212), 33);
        assert_eq!(x_or_y(1259, 3, 52), 3);
        assert_eq!(x_or_y(7919, -1, 12), -1);
        assert_eq!(x_or_y(3609, 1245, 583), 583);
        assert_eq!(x_or_y(91, 56, 129), 129);
        assert_eq!(x_or_y(6, 34, 1234), 1234);
        assert_eq!(x_or_y(1, 2, 0), 0);
        assert_eq!(x_or_y(2, 2, 0), 2);
    }

}
",None
Rust/151,"
/*

    Given a list of numbers, return the sum of squares of the numbers
    in the list that are odd. Ignore numbers that are negative or not integers.
   
    If the input list is empty, return 0.
    
*/
","
use std::{slice::Iter, cmp::{max, self}, mem::replace, collections::{HashSet, HashMap}, ops::Index, ascii::AsciiExt};
use rand::Rng;
use regex::Regex;
use md5;
use std::any::{Any, TypeId};

fn double_the_difference(lst: Vec<f32>) -> i64 {

","
    let mut sum: i64 = 0;
    for i in 0..lst.len() {
        if (lst[i] - lst[i].round()).abs() < 1e-4 {
            if lst[i] > 0.0 && (lst[i].round() as i64) % 2 == 1 {
                sum += (lst[i].round() as i64) * (lst[i].round() as i64);
            }
        }
    }
    return sum;
}
","
#[cfg(test)]
mod tests {
    use super::*;

    #[test]
    fn test_double_the_difference() {
        assert_eq!(double_the_difference(vec![]), 0);
        assert_eq!(double_the_difference(vec![5.0, 4.0]), 25);
        assert_eq!(double_the_difference(vec![0.1, 0.2, 0.3]), 0);
        assert_eq!(double_the_difference(vec![-10.0, -20.0, -30.0]), 0);
        assert_eq!(double_the_difference(vec![-1.0, -2.0, 8.0]), 0);
        assert_eq!(double_the_difference(vec![0.2, 3.0, 5.0]), 34);

        let mut lst = vec![];
        let mut odd_sum = 0;
        for i in -99..100 {
            lst.push(i as f32);
            if i > 0 && i % 2 == 1 {
                odd_sum += i * i;
            }
        }
        assert_eq!(double_the_difference(lst), odd_sum);
    }

}
",None
Rust/152,"
/*
I think we all remember that feeling when the result of some long-awaited
    event is finally known. The feelings and thoughts you have at that moment are
    definitely worth noting down and comparing.
    Your task is to determine if a person correctly guessed the results of a number of matches.
    You are given two arrays of scores and guesses of equal length, where each index shows a match. 
    Return an array of the same length denoting how far off each guess was. If they have guessed correctly,
    the value is 0, and if not, the value is the absolute difference between the guess and the score.
    
*/
","
use std::{slice::Iter, cmp::{max, self}, mem::replace, collections::{HashSet, HashMap}, ops::Index, ascii::AsciiExt};
use rand::Rng;
use regex::Regex;
use md5;
use std::any::{Any, TypeId};

fn compare(game: Vec<i32>, guess: Vec<i32>) -> Vec<i32> {

","
    let mut out: Vec<i32> = Vec::new();
    for i in 0..game.len() {
        out.push(i32::abs(game[i] - guess[i]));
    }
    return out;
}
","
#[cfg(test)]
mod tests {
    use super::*;

    #[test]
    fn test_compare() {
        assert_eq!(
            compare(vec![1, 2, 3, 4, 5, 1], vec![1, 2, 3, 4, 2, -2]),
            vec![0, 0, 0, 0, 3, 3]
        );
        assert_eq!(
            compare(vec![0, 5, 0, 0, 0, 4], vec![4, 1, 1, 0, 0, -2]),
            vec![4, 4, 1, 0, 0, 6]
        );
        assert_eq!(
            compare(vec![1, 2, 3, 4, 5, 1], vec![1, 2, 3, 4, 2, -2]),
            vec![0, 0, 0, 0, 3, 3]
        );
        assert_eq!(
            compare(vec![0, 0, 0, 0, 0, 0], vec![0, 0, 0, 0, 0, 0]),
            vec![0, 0, 0, 0, 0, 0]
        );
        assert_eq!(compare(vec![1, 2, 3], vec![-1, -2, -3]), vec![2, 4, 6]);
        assert_eq!(
            compare(vec![1, 2, 3, 5], vec![-1, 2, 3, 4]),
            vec![2, 0, 0, 1]
        );
    }

}
",None
Rust/153,"
/*
You will be given the name of a class (a string) and a list of extensions.
    The extensions are to be used to load additional classes to the class. The
    strength of the extension is as follows: Let CAP be the number of the uppercase
    letters in the extension's name, and let SM be the number of lowercase letters 
    in the extension's name, the strength is given by the fraction CAP - SM. 
    You should find the strongest extension and return a string in this 
    format: ClassName.StrongestExtensionName.
    If there are two or more extensions with the same strength, you should
    choose the one that comes first in the list.
    For example, if you are given ""Slices"" as the class and a list of the
    extensions: ['SErviNGSliCes', 'Cheese', 'StuFfed'] then you should
    return 'Slices.SErviNGSliCes' since 'SErviNGSliCes' is the strongest extension 
    (its strength is -1).
    
*/
","
use std::{slice::Iter, cmp::{max, self}, mem::replace, collections::{HashSet, HashMap}, ops::Index, ascii::AsciiExt};
use rand::Rng;
use regex::Regex;
use md5;
use std::any::{Any, TypeId};

fn strongest_extension(class_name: &str, extensions: Vec<&str>) -> String { 

","
    let mut strongest = """";
    let mut max = -1000;
    for i in 0..extensions.len() {
        let mut strength = 0;
        for j in 0..extensions[i].len() {
            let chr = extensions[i].chars().nth(j).unwrap();
            if chr >= 'A' && chr <= 'Z' {
                strength += 1;
            }
            if chr >= 'a' && chr <= 'z' {
                strength -= 1;
            }
        }
        if strength > max {
            max = strength;
            strongest = extensions[i];
        }
    }
    format!(""{}.{}"", class_name, strongest)
}
","
#[cfg(test)]
mod tests {
    use super::*;

    #[test]
    fn test_strongest_extension() {
        assert_eq!(
            strongest_extension(""Watashi"", vec![""tEN"", ""niNE"", ""eIGHt8OKe""]),
            ""Watashi.eIGHt8OKe""
        );
        assert_eq!(
            strongest_extension(""Boku123"", vec![""nani"", ""NazeDa"", ""YEs.WeCaNe"", ""32145tggg""]),
            ""Boku123.YEs.WeCaNe""
        );
        assert_eq!(
            strongest_extension(
                ""__YESIMHERE"",
                vec![""t"", ""eMptY"", ""(nothing"", ""zeR00"", ""NuLl__"", ""123NoooneB321""]
            ),
            ""__YESIMHERE.NuLl__""
        );
        assert_eq!(
            strongest_extension(""K"", vec![""Ta"", ""TAR"", ""t234An"", ""cosSo""]),
            ""K.TAR""
        );
        assert_eq!(
            strongest_extension(""__HAHA"", vec![""Tab"", ""123"", ""781345"", ""-_-""]),
            ""__HAHA.123""
        );
        assert_eq!(
            strongest_extension(
                ""YameRore"",
                vec![""HhAas"", ""okIWILL123"", ""WorkOut"", ""Fails"", ""-_-""]
            ),
            ""YameRore.okIWILL123""
        );
        assert_eq!(
            strongest_extension(""finNNalLLly"", vec![""Die"", ""NowW"", ""Wow"", ""WoW""]),
            ""finNNalLLly.WoW""
        );
        assert_eq!(strongest_extension(""_"", vec![""Bb"", ""91245""]), ""_.Bb"");
        assert_eq!(strongest_extension(""Sp"", vec![""671235"", ""Bb""]), ""Sp.671235"");
    }

}
",None
